ID_ISO_A3	ID_ISO_A2	ID_FIPS	NAM_LABEL	NAME_PROP	NAME2	NAM_ANSI	ISO639P3code	ID	Name	Macroarea	Latitude	Longitude	glottocode	Countries	Family_ID	Language_level_ID	aes	category	classification	level	med	subclassification	Also spoken in	Alternate Names	Autonym	Classification	Country	Dialects	Language Development	Language Maps	Language Resources	Language Status	Language Use	Location	Other Comments	Population	Population Numeric	Typology	Writing	name
bcb-SEN	bcb-sn	bcb-SG	Bainouk-Samik	Bainouk-Samik	BAINOUK-SAMIK	Bainouk-Samik	bcb	bain1260	Bainouk-Samik	Africa	12.5053	-15.9969	bain1260	GW;SN	book1242	NA	shifting	Bookkeeping	book1242	language	NA	bain1260:1	NA	NA	NA	Niger-Congo, Atlantic-Congo, Atlantic, Northern, Eastern Senegal-Guinea, Banyun	Senegal	NA	NA	Senegal and The Gambia	OLAC resources in and about Bainouk-Samik	6b (Threatened).	NA	Casamance river south side, mainly Samik area and villages north and east, 20 km east of Ziguinchor.	NA	1,850 (2006 J. Leclerc).	1850	NA	Latin script [Latn].	Bainouk-Samik
mtz-MEX	mtz-mx	mtz-MX	Tacanec	Tacanec	TACANEC	Tacanec	mtz	taca1258	Tacanec	North America	NA	NA	taca1258	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	taca1258:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nnx-CMR	nnx-cm	nnx-CM	Ngong	Ngong	NGONG	Ngong	nnx	ngon1275	Ngong	Africa	8.78874	13.42855	ngon1275	CM	book1242	NA	nearly extinct	Bookkeeping	book1242	language	Wordlist or less	ngon1275:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cnm-MEX	cnm-mx	cnm-MX	Ixtatan Chuj	Chuj, Ixtatan	CHUJ, IXTATAN	Chuj, Ixtatán	cnm	chuj1251	Chuj, Ixtatán	North America	NA	NA	chuj1251	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	chuj1251:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ppr-IDN	ppr-id	ppr-ID	Piru	Piru	PIRU	Piru	ppr	piru1241	Piru	Papunesia	-3.05368	128.197	piru1241	ID	book1242	NA	moribund	Bookkeeping	book1242	language	Wordlist or less	piru1241:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adb-TLS	adb-tl	adb-TT	Adabe	Adabe	ADABE	Adabe	adb	adab1235	Adabe	Papunesia	-8.22674	125.576	adab1235	ID;TL	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	adab1235:1	NA	Ataura, Atauran, Atauro, Atauru, Raklu Un, Raklu-Un	NA	Trans-New Guinea, West, Timor-Alor-Pantar, Timor	East Timor	Munaseli Pandai, Rahesuk, Raklungu, Resuk. Different from Galolen [gal] dialects on Atauro.	NA	East Timor	OLAC resources in and about Adabe	6a (Vigorous).	NA	Dili district: Atauro island; Timor island north of capital.	NA	5,000 (2010 census).	5000	SOV.	Latin script [Latn].	Adabe
pou-GTM	pou-gt	pou-GT	Southern Poqomam	Poqomam, Southern	POQOMAM, SOUTHERN	Poqomam, Southern	pou	poqo1255	Poqomam, Southern	North America	NA	NA	poqo1255	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	poqo1255:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
std-IND	std-in	std-IN	Sentinel	Sentinel	SENTINEL	Sentinel	std	sent1241	Sentinel	Eurasia	11.553	92.2534	sent1241	IN	unat1236	NA	threatened	Unattested	unat1236	language	Wordlist or less	sent1241:1	NA	Sentinelese	NA	Andamanese, South Andamanese	India	None known. Reportedly similar to Öñge [oon].	NA	India, Map 9	OLAC resources in and about Sentinel	6b (Threatened).	NA	Andaman and Nicobar Islands union territory: Sentinel island east of South Andaman island.	A Scheduled Tribe. Reserved toward outsiders. Traditional religion.	150 (Abbi 2006).	150	NA	Unwritten [Qaax].	Sentinel
ihi-NGA	ihi-ng	ihi-NI	Ihievbe	Ihievbe	IHIEVBE	Ihievbe	ihi	ihie1238	Ihievbe	Africa	7.00917	6.08581	ihie1238	NG	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	ihie1238:1	NA	NA	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central	Nigeria	NA	NA	Nigeria, Map 6	OLAC resources in and about Ihievbe	6a (Vigorous).	NA	Edo state: Owan East LGA, northeast of Afuze, Ihievbe Ogbe, Ebetse, and Iyakhora villages.	NA	NA	NA	NA	NA	Ihievbe
uok-NGA	uok-ng	uok-NI	Uokha	Uokha	UOKHA	Uokha	uok	uokh1238	Uokha	Africa	7.00611	5.97783	uokh1238	NG	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	uokh1238:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sik-SUR	sik-sr	sik-NS	Sikiana	Sikiana	SIKIANA	Sikiana	sik	siki1239	Sikiana	South America	3.01294	-57.9221	siki1239	BR;SR;VE	book1242	NA	shifting	Bookkeeping	book1242	language	Wordlist or less	siki1239:1	{u'View other languages of Suriname': {}}	Chikena, Chiquena, Chiquiana, Shikiana, Sikiâna, Sikïiyana, Xikiyana, Xikujana	NA	Cariban, Kashuyana	Brazil	None known. Reportedly similar to Salumá [slj].	NA	Northeastern Brazil	OLAC resources in and about Sikiana	8a (Moribund).	Also use Waiwai [waw] (Crevels 2007).	Pará state: between Rio Cafuini and headwaters of the Turuna and Itapi, near the Suriname border.	NA	33 (1986 SIL). Total users in all countries: 48.	48	NA	NA	Sikiana
twm-IND	twm-in	twm-IN	Tawang Monpa	Monpa, Tawang	MONPA, TAWANG	Monpa, Tawang	twm	tawa1289	Tawang Monpa	Eurasia	27.7686	92.1838	tawa1289	CN;IN	book1242	NA	shifting	Bookkeeping	book1242	language	Wordlist or less	tawa1289:1	{u'View other languages of China': {}}	Brahmi, Cuona Menba, Dwags, Monkit, Northern Monpa, Takpa, Tawan Monba	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish	India	NA	Literacy rate in L2: 32% (2001 census).	China	OLAC resources in and about Monpa, Tawang	6a (Vigorous).	Vigorous. Home, village, religion. Positive attitudes. Also use Hindi [hin]. Used as L2 by Sherdukpen [sdp].	Arunachal Pradesh state: Tawang district.	Monpa (Moinba), ‘man of the lower country’, refers to several ethnically related peoples, which may not be related linguistically. Buddhist.	8,600. Total users in all countries: 9,900.	9900	Basic SOV.	Devanagari script [Deva].	Monpa, Tawang
lmh-NPL	lmh-np	lmh-NP	Lambichhong	Lambichhong	LAMBICHHONG	Lambichhong	lmh	lamb1277	Lambichhong	Eurasia	27.0543	87.2168	lamb1277	NP	book1242	NA	moribund	Bookkeeping	book1242	language	NA	lamb1277:1	NA	Lambicchong, Lambichhong, Lambichong, Lambitshong, Phangduwali Mugali	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	Nepal	Phangdhuwali. Reportedly similar to Chhulung [cur], Belhariya [byw], and Chhintang [ctn].	NA	Eastern Nepal enlargements	OLAC resources in and about Mugali	7 (Shifting). Language of recognized indigenous nationality: Rai.	Older adults and elderly.	Kosi zone: Dhankuta district, Arun river east bank, between Mugakhola and Sinuwakhola; Muga, Pakhribas and Phalate VDCs.	Traditional religion.	1,500 (2010 I. Rai), decreasing. Very few monolinguals.	1500	SOV; postpositions; no gender; verbal affixation marks person and number; split ergativity; tense; no passives or voice; nontonal; 23 consonant and 5 vowel phonemes.	Unwritten [Qaax].	Mugali
myd-PNG	myd-pg	myd-PP	Maramba	Maramba	MARAMBA	Maramba	myd	mara1407	Maramba	Papunesia	-4.23908	143.735	mara1407	PG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	mara1407:1	NA	NA	NA	Yuat	Papua New Guinea	NA	NA	Papua New Guinea, Map 4	OLAC resources in and about Maramba	6a (Vigorous).	NA	East Sepik province.	NA	840 (2000 census).	840	NA	NA	Maramba
luu-NPL	luu-np	luu-NP	Lumba-Yakkha	Lumba-Yakkha	LUMBA-YAKKHA	Lumba-Yakkha	luu	lumb1250	Lumba-Yakkha	Eurasia	27.232	87.3146	lumb1250	NP	book1242	NA	threatened	Bookkeeping	book1242	language	NA	lumb1250:1	NA	Lumba-Yakkha, Yakkhaba Cea	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	Nepal	They understand Yakkha [ybh], but Yakkha speakers have difficulty in understanding them. No perceived dialect differences within the six villages.	NA	Eastern Nepal enlargements	OLAC resources in and about Yakkha, Chhathare	6b (Threatened).	Language retained among some youth (Hansson 1991). Home.	Kosi zone: Dhankuta district, 6 villages in Arkhaule Jitpur and Marek Katahare VDCs.	The north part (village of Marek) is most vital and populous area. The Chhathare villages to the south and west no longer speak the language, some loss in the east. Traditional religion, Christian, Hindu.	1,200 (2000).	1200	SOV; postpositions; noun head final; verbal affixation marks person and number; both tense and aspect, nontonal.	Unwritten [Qaax].	Yakkha, Chhathare
neo-VNM	neo-vn	neo-VM	Na-Meo	Na-Meo	NA-MEO	Ná-Meo	neo	name1237	Ná-Meo	Eurasia	22.4189	106.435	name1237	VN	uncl1493	NA	not endangered	Unclassifiable	uncl1493	language	NA	name1237:1	NA	NA	NA	Unclassified	Viet Nam	NA	NA	Northern Viet Nam	OLAC resources in and about Ná-Meo	6a (Vigorous). Language of recognized ethnic group: Hmong.	NA	Northwest Lang Son Province, Trang Dinh district, Cao Minh and Khuoi Phu Dao villages, Khanh Long hamlet; Cao Bang Province, Thach An district, Ca Liec village.	Possible immigrants from Guangxi Province in China.	1,200 (2002).	1200	NA	Unwritten [Qaax].	Ná-Meo
jai-MEX	jai-mx	jai-MX	Western Jacaltec	Jacaltec, Western	JACALTEC, WESTERN	Jacaltec, Western	jai	jaka1246	Jakalteko, Western	North America	NA	NA	jaka1246	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	jaka1246:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
giy-AUS	giy-au	giy-AS	Giyug	Giyug	GIYUG	Giyug	giy	giyu1238	Giyug	Australia	-13.2001	130.092	giyu1238	AU	unat1236	NA	nearly extinct	Unattested	unat1236	language	NA	giyu1238:1	NA	NA	NA	Australian, Daly, Bringen-Wagaydy, Wagaydy	Australia	NA	NA	NA	OLAC resources in and about Giyug	10 (Extinct).	NA	Northern Territory: Anson Bay, Peron islands, southwest of Darwin.	NA	No known L1 speakers.	0	NA	NA	Giyug
phw-NPL	phw-np	phw-NP	Phangduwali	Phangduwali	PHANGDUWALI	Phangduwali	phw	phan1256	Phangduwali	Eurasia	27.15945	87.35371	phan1256	NP	book1242	NA	shifting	Bookkeeping	book1242	language	NA	phan1256:1	NA	Phangduvali, Phangduwali Poti	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	Nepal	None known. The language spoken by the Phangduwali people is well-understood by Mugali [lmh] people and vice versa except for a few lexical items and accents.	NA	Eastern Nepal enlargements	OLAC resources in and about Phangduwali	7 (Shifting). Language of recognized indigenous nationality: Rai.	NA	Kosi zone: Dhankuta district, Pakhribas VDC, above Mugakhola headwaters.	Van Driem (2001) claims that the Phangduwali are actually Yakkha [ybh], whereas I.P. Rai (forthcoming) suggests these two languages are distinct. Both assert that Phangduwali and Mugali [lmh] are the same language. Traditional religion.	290 (2011 census).	290	SOV; postpositions; 23 consonant and 5 vowel phonemes.	Unwritten [Qaax].	Phangduwali
ays-PHL	ays-ph	ays-RP	Sorsogon Ayta	Ayta, Sorsogon	AYTA, SORSOGON	Ayta, Sorsogon	ays	sors1239	Sorsogon Ayta	Papunesia	13.0426	124.165	sors1239	PH	unat1236	NA	moribund	Unattested	unat1236/aust1312	language	Wordlist or less	sors1239:1	NA	NA	NA	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine	Philippines	NA	NA	Southern Philippines	OLAC resources in and about Ayta, Sorsogon	8b (Nearly extinct).	Home. Mainly adults. Negative attitudes.	Bicol region: Sorsogon province, Prieto Diaz municipality.	Frequent intermarriage with other groups.	15 (Wurm 2000). Ethnic population: 180.	15	NA	NA	Ayta, Sorsogon
kjf-AZE	kjf-az	kjf-AJ	Khalaj	Khalaj	KHALAJ	Khalaj	kjf	khal1270	Khalaj	Eurasia	36.5317	49.576	khal1270	AZ;IR	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	khal1270:1	{u'View other languages of Iran': {}}	NA	NA	Indo-European, Indo-Iranian, Iranian, Western, Northwestern	Azerbaijan	NA	NA	Azerbaijan	OLAC resources in and about Khalaj	6a (Vigorous).	NA	Lankaran district.	Different from Turkic Khalaj [klj] in Iran.	Total users in all countries: 50,000.	50000	NA	NA	Khalaj
gav-PNG	gav-pg	gav-PP	Gabutamon	Gabutamon	GABUTAMON	Gabutamon	gav	gabu1248	Gabutamon	Papunesia	-5.8075	146.621	gabu1248	PG	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	gabu1248:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mzx-GUY	mzx-gy	mzx-GY	Mawayana	Mawayana	MAWAYANA	Mawayana	mzx	mawa1271	Mawayana	South America	1.98815	-58.5046	mawa1271	GY	book1242	NA	nearly extinct	Bookkeeping	book1242	language	NA	mawa1271:1	{u'View other languages of Suriname': {}}	Mahuayana	NA	Maipurean, Unclassified	Guyana	None known. No semantic similarity with and not related to Wapishana [wap], Atorada [aox], or Mapidian [mpw] (2002 R. Hicks).	NA	Guyana	OLAC resources in and about Mawayana	8b (Nearly extinct).	Also use Waiwai [waw].	Upper Takutu-Upper Essequibo region: southwest, among the Waiwai [waw] language group.	Traditional religion, Christian.	50 (1986 C. Howard). Total users in all countries: 60.	60	NA	Unwritten [Qaax].	Mawayana
ffi-PNG	ffi-pg	ffi-PP	Foia Foia	Foia Foia	FOIA FOIA	Foia Foia	ffi	foia1236	Foia Foia	Papunesia	NA	NA	foia1236	PG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	foia1236:1	NA	Foiafoia, Foyafoya	Foia Foia	Trans-New Guinea, Inland Gulf, Minanibai	Papua New Guinea	None known. Lexical similarity: 73% with Minanibai [mcv], 52% with Mubami [tsx], 59% with Hoyahoya [hhy], 54% with Hoia Hoia [hhi].	NA	Papua New Guinea, Map 14	OLAC resources in and about Foia Foia	6a (Vigorous).	All domains. Some also use Tok Pisin [tpi], at Kamusi. Also use Bamu [bcf]. Used as L2 by Hoia Hoia [hhi].	Western province: Middle Fly district, Bibisa village; Gulf province: Kikori district, Turama river, Moka village.	NA	180 (2000 census). Ethnic population: 260 (2000 census).	180	NA	Latin script [Latn].	Foia Foia
npb-BTN	npb-bt	npb-BT	Nupbikha	Nupbikha	NUPBIKHA	Nupbikha	npb	nupb1238	Nupbikha	Eurasia	27.4301	90.534	nupb1238	BT	book1242	NA	threatened	Bookkeeping	book1242	language	NA	nupb1238:1	NA	Trongsakha	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish, Bumthang	Bhutan	None known. Phonological similarities to Khengkha [xkf].	NA	Bhutan	OLAC resources in and about Nupbikha	6a (Vigorous).	NA	Trongsa district: enclave south of Tongsa Dzong.	View their language as different from Bumthangkha [kjz].	NA	NA	NA	Unwritten [Qaax].	Nupbikha
lii-NPL	lii-np	lii-NP	Lingkhim	Lingkhim	LINGKHIM	Lingkhim	lii	ling1268	Lingkhim	Eurasia	26.992	87.9992	ling1268	NP	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	ling1268:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ckj-GTM	ckj-gt	ckj-GT	Santo Domingo Xenacoj Kaqchikel	Kaqchikel, Santo Domingo Xenacoj	KAQCHIKEL, SANTO DOMINGO XENACOJ	Kaqchikel, Santo Domingo Xenacoj	ckj	kaqc1278	Kaqchikel, Santo Domingo Xenacoj	North America	NA	NA	kaqc1278	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kaqc1278:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kze-PNG	kze-pg	kze-PP	Kosena	Kosena	KOSENA	Kosena	kze	kose1239	Kosena	Papunesia	-6.46414	145.66	kose1239	PG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	kose1239:1	NA	NA	NA	Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa	Papua New Guinea	NA	Literacy rate in L1: 5%–15%. Literacy rate in L2: 5%–15%. NT: 1980.	Papua New Guinea, Map 10	OLAC resources in and about Kosena	5 (Developing).	NA	Eastern Highlands province: Kainantu and Okapa districts.	NA	2,000 (1987 SIL).	2000	SOV.	Latin script [Latn].	Kosena
nfk-NGA	nfk-ng	nfk-NI	Shakara	Shakara	SHAKARA	Shakara	nfk	shak1238	Shakara	Africa	NA	NA	shak1238	NG	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	shak1238:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tyl-VNM	tyl-vn	tyl-VM	Thu Lao	Thu Lao	THU LAO	Thu Lao	tyl	thul1247	Thu Lao	Eurasia	22.7528	104.251	thul1247	VN	book1242	NA	shifting	Bookkeeping	book1242	language	NA	thul1247:1	NA	NA	NA	Tai-Kadai, Kam-Tai, Tai, Southwestern	Viet Nam	NA	NA	Northern Viet Nam	OLAC resources in and about Thu Lao	6b (Threatened).	NA	Far north, near China border, Lao Cai Province; possibly in Laos.	Traditional religion.	200 (2002 J. Edmondson).	200	NA	Unwritten [Qaax].	Thu Lao
mpf-GTM	mpf-gt	mpf-GT	Tajumulco Mam	Mam, Tajumulco	MAM, TAJUMULCO	Mam, Tajumulco	mpf	mamt1234	Mam, Tajumulco	North America	NA	NA	mamt1234	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	mamt1234:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nfg-NGA	nfg-ng	nfg-NI	Nyeng	Nyeng	NYENG	Nyeng	nfg	nyen1255	Nyeng	Africa	NA	NA	nyen1255	NG	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	nyen1255:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ckk-GTM	ckk-gt	ckk-GT	Akatenango Southwestern Kaqchikel	Kaqchikel, Akatenango Southwestern	KAQCHIKEL, AKATENANGO SOUTHWESTERN	Kaqchikel, Akatenango Southwestern	ckk	kaqc1277	Kaqchikel, Akatenango Southwestern	North America	NA	NA	kaqc1277	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kaqc1277:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cki-GTM	cki-gt	cki-GT	Santa Maria de Jesus Kaqchikel	Kaqchikel, Santa Maria de Jesus	KAQCHIKEL, SANTA MARIA DE JESUS	Kaqchikel, Santa María de Jesús	cki	kaqc1276	Kaqchikel, Santa María de Jesús	North America	NA	NA	kaqc1276	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kaqc1276:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cun-GTM	cun-gt	cun-GT	Cunen Kiche	Kiche, Cunen	KICHE, CUNEN	K'iche', Cunén	cun	kich1264	K'iche', Cunén	North America	NA	NA	kich1264	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kich1264:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bdz-PAK	bdz-pk	bdz-PK	Badeshi	Badeshi	BADESHI	Badeshi	bdz	bade1240	Badeshi	Eurasia	35.2655	72.6823	bade1240	PK	unat1236	NA	extinct	Unattested	unat1236/indo1329	language	Wordlist or less	bade1240:1	NA	Badakhshi	NA	Indo-European, Indo-Iranian, Unclassified	Pakistan	NA	NA	NA	OLAC resources in and about Badeshi	9 (Dormant).	Also use Northern Pashto [pbu].	Khyber Pakhtunkwa province: Bishigram valley upper reaches, Swat Kohistan; small groups in Pooran Chakesar, Swat, and Tirat valleys; Alai.	Only dominant area languages now used: Torwali [trw], Pashto or Ushojo [ush]. Muslim.	No known L1 speakers. No known speakers for three or more generations. Ethnic population: 2,830 (2000).	0	NA	Unwritten [Qaax].	Badeshi
acb-NGA	acb-ng	acb-NI	Anca	Anca	ANCA	Áncá	acb	anca1236	Áncá	Africa	6.66524	11.1087	anca1236	NG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	anca1236:1	NA	Bunta	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Unclassified	Nigeria	NA	NA	Nigeria, Map 8	OLAC resources in and about Áncá	6a (Vigorous).	NA	Taraba state: Sardauna LGA, Antere, Nca village.	May be the same as Manta [myg].	Ethnic population: 300 (2006 J. Leclerc).	300	NA	NA	Áncá
fum-NGA	fum-ng	fum-NI	Fum	Fum	FUM	Fum	fum	fumm1238	Fum	Africa	6.66524	11.1087	fumm1238	NG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	fumm1238:1	NA	NA	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields	Nigeria	NA	NA	Nigeria, Map 8	OLAC resources in and about Fum	6a (Vigorous).	NA	Taraba state: Sardauna LGA, Antere, on Cameroon border.	May be the same as Mfumte [nfu] in Cameroon.	NA	NA	NA	NA	Fum
kwq-NGA	kwq-ng	kwq-NI	Kwak	Kwak	KWAK	Kwak	kwq	kwak1264	Kwak	Africa	6.66524	11.1087	kwak1264	NG	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kwak1264:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
oda-NGA	oda-ng	oda-NI	Odut	Odut	ODUT	Odut	oda	odut1238	Odut	Africa	5.20317	8.27253	odut1238	NG	book1242	NA	moribund	Bookkeeping	book1242	language	Wordlist or less	odut1238:1	NA	NA	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Kiong-Korop	Nigeria	NA	NA	Nigeria, Map 10	OLAC resources in and about Odut	8b (Nearly extinct).	NA	Cross River state: Odukpani LGA.	NA	20 (1980 R. Blench). May be extinct (Dimmendaal and Voeltz 2007).	20	NA	NA	Odut
yrs-IDN	yrs-id	yrs-ID	Yarsun	Yarsun	YARSUN	Yarsun	yrs	yars1234	Yarsun	Papunesia	-2.21222	139.472	yars1234	ID	book1242	NA	shifting	Bookkeeping	book1242	language	Wordlist or less	yars1234:1	NA	NA	NA	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Sarmi-Jayapura Bay, Sarmi	Indonesia	NA	NA	Indonesia, Northwestern Papua enlargement	OLAC resources in and about Yarsun	8a (Moribund).	NA	Papua province: Sarmi regency, Bonggo sub-district.	Yarsun may not exist or speakers may have moved (2005 SIL). Christian, traditional religion.	200 (1991 SIL).	200	NA	NA	Yarsun
